radius_mean,radius_se,radius_worst,texture_mean,texture_se,texture_worst,perimeter_mean,perimeter_se,perimeter_worst,area_mean,area_se,area_worst,smoothness_mean,smoothness_se,smoothness_worst,compactness_mean,compactness_se,compactness_worst,concavity_mean,concavity_se,concavity_worst,concave_points_mean,concave_points_se,concave_points_worst,symmetry_mean,symmetry_se,symmetry_worst,fractal_dimension_mean,fractal_dimension_se,fractal_dimension_worst,diagnosis
9.791766557467405,15.801552069292843,10.890247855433072,7.542106587027337,8.470448294546419,14.240647100175597,8.955318761794416,18.768485999716074,16.28005392466667,6.432208925063071,14.625726542659091,9.792217291644123,8.524510155846238,17.992101846399077,2.0122303944813917,0.39533843847132233,-1.3104585676587772,16.95072092508526,14.132196884628932,17.49470846469605,21.65099226413422,16.26603178367935,14.860356383405495,14.980545690005274,2.7856876016338563,12.246088498488666,0.023441408569820688,18.160289544902707,9.710564924793163,8.361880034932861,0
9.435035431936248,17.791038400121412,13.117327904351967,6.531398334862479,8.61291579538003,18.772724529525245,12.359373892950812,17.280451275167852,14.22065156444523,11.263563335747415,15.109774272822909,13.249136182666117,12.08738683206607,18.806025498772158,2.6087874246536495,4.1118596152588225,0.4154130550593874,17.80362526531038,15.763293379566209,18.131282271382414,24.941199073013557,13.027525464336307,2.9510165743085626,16.105193043847837,1.1402974605828027,14.366043408591239,1.516375748657411,17.946758205912175,14.920409347631132,10.102617321627914,0
13.446636098132155,17.81123882029197,10.091025609677242,16.326392479366405,8.447917337495861,15.396010035830239,11.65078861432739,17.35730503420931,22.170936339118505,10.812726519729141,16.511140523793955,8.175532017470333,12.40119249259132,18.911343846805163,-0.89485248847831,1.2408330472976057,-0.05337564455136645,17.84449054046002,16.623439151694047,18.141234257881138,17.377348548947626,17.165748841504087,5.8971234453455335,15.626824242204659,1.701421186241651,13.343996069996374,4.749947061771481,18.629576712954716,11.360277416189119,6.957377767982376,0
9.003667252326975,16.004746617332486,12.43540837286224,12.702530796579497,8.696990060431274,15.834602548459591,5.958071326252194,21.281086631587492,13.063829759153572,6.095241609933915,15.711833780343076,14.321825980909608,8.763070235987394,18.263069512036502,1.0924968322653394,-0.4821823284881397,1.5894907022592906,15.956239055488174,13.753414295160862,16.604043634895724,18.152484369915012,20.21464967972542,13.921500679431146,15.655254275018642,1.0856635374954833,13.479439349766848,-0.3991791050110236,16.93699060769199,13.206921888242029,8.6805832275618,0
12.194361927482902,15.53763576076231,14.009485362796484,9.04733841586715,8.3759299037788,15.022767106848452,6.292926130080524,15.708426513483936,17.12371558554334,7.7284186036882625,15.198182722400077,7.573410144351047,9.115849841433118,17.842405248529616,3.505138768931372,-3.6294166717770464,-0.7573470279746772,16.686024163638706,14.39673933721571,20.206298105291896,15.88645267197153,16.56881586167437,9.035456695952172,15.014594126164095,2.911990174338718,12.660060146628473,5.387379920746803,19.936311775269882,15.480667571899552,9.926646976148863,0
10.487924442972623,13.3771102083067,14.56331797137799,12.760034409963183,8.533235704920061,7.9244350104442915,8.67729464177884,15.558878222474712,20.59414672240075,7.334225736398129,17.470583303627834,11.271070876887062,14.103725804864316,18.37148121546412,-1.7279054759101125,0.3676117305961293,0.3864639575129815,16.896810058531404,19.12638550172033,17.323396058894723,16.846983084764783,15.224430632073812,6.938556581209797,15.856246955078582,0.7563051064896673,12.849444235474971,3.378144362855694,19.18742587468425,9.04429184620779,8.002468001606626,0
9.092553551295769,12.394062960614546,10.81713530826992,12.080148513554766,8.364473800968327,15.33036065065504,13.325582212043516,11.450239340879133,21.284659500630163,9.97647857106492,14.688682527631888,9.70979600903047,10.897383040591178,18.422259785058902,0.39052335194942156,-3.877372116714495,1.6165202778330112,17.348353050712024,14.280344284089749,14.733471350966035,21.057914393313055,14.720463909367433,9.931101209338673,15.447654486258916,3.0877203725657343,13.358768673621299,0.4975973041287558,17.14140597520275,6.74626029777521,9.039200505229717,0
9.403673135299965,12.34181584817703,10.695223287709922,10.748258480938706,8.291184431074093,13.500864073673338,10.355101499561787,18.108212973503946,17.806264074134585,8.00087742900611,16.551802331416916,4.519340247902886,18.18341843554759,18.629400537544768,-0.7543004740760493,0.43164530075160523,0.9237412469458763,16.577552655944533,12.360457754398656,21.154634415989076,19.257217215886154,18.220417761092015,5.809567424143827,16.394480054419734,2.664541221698904,13.289481953582914,-0.5462526300756148,20.427242997652876,12.045314642174112,9.884261476592867,0
10.145449634565098,12.44165032422936,17.309929356671795,7.884918760073646,8.460323648052455,16.428804570645056,9.050829398961099,19.633679733856827,17.388358940863736,8.930388457201555,13.485967134100083,14.201178847898921,10.948716601285408,18.30711250021492,3.642331458132641,0.1977053105048605,-0.9991556229343823,15.784260400911474,16.65731362633961,17.110050073885663,19.191185857041393,18.346671606463623,3.6609614979331653,15.237774160684681,1.9635262872377455,12.874519473472578,2.72935311850675,18.530047757448784,10.29328115905356,8.162098021398641,1
10.024393181114018,11.156554522386525,12.681371160306137,8.365531766269,8.364363615007283,11.953468362548312,8.269207694212456,24.796707250788415,15.947957553680356,10.884501924671902,17.17760130846895,7.979863711395293,14.058118218777116,18.1554339163112,-7.4445165307092225,3.7756901646521683,-1.442675840738826,16.943083464186863,14.484352871559905,20.41822546243969,22.618669887910965,14.988892785576724,5.830383747189098,14.991132031568124,1.9049960717683039,12.572300377727364,1.6761437977524551,19.091837194122174,11.78582046860114,8.720561288043248,0
